"pvalue"	"names"	"class"
"1381"	2.66043431725552e-303	"cg15819404"	"26_6_4"
"1382"	5.04466059958562e-289	"cg15850918"	"26_6_2"
"1383"	3.68279692917488e-281	"cg15844374"	"26_6_5"
"1384"	6.68215706429477e-279	"cg15841310"	"26_6_1"
"1385"	1.56314960920236e-264	"cg15819128"	"26_6_7"
"1386"	1.94196741409312e-254	"cg15823698"	"26_6_6"
"1387"	0	"cg15969149"	"27_6_3"
"1388"	3.02417573241474e-302	"cg15949277"	"27_6_9"
"1389"	4.33697233089392e-291	"cg15988345"	"27_6_4"
"1390"	1.22515180605552e-283	"cg15972294"	"27_6_7"
"1391"	1.4619964661476e-280	"cg15951188"	"27_6_2"
"1392"	2.58946758631224e-269	"cg15924738"	"27_6_5"
"1393"	7.59716859921726e-253	"cg15967525"	"27_6_1"
"1394"	5.00469505894513e-230	"cg15976404"	"27_6_8"
"1395"	8.88417702033627e-217	"cg15965094"	"27_6_6"
"1396"	0	"cg16036022"	"28_6_1"
"1397"	4.68826865641532e-302	"cg16053334"	"28_6_2"
"1398"	6.30608462706794e-268	"cg16061012"	"28_6_3"
"1399"	1.48179444421033e-265	"cg16111190"	"28_6_5"
"1400"	3.2695991501409e-265	"cg16071029"	"28_6_4"
"1401"	5.53652886040789e-181	"cg16110455"	"28_6_6"
"1402"	0	"cg16201762"	"29_6_12"
"1403"	4.38159442046764e-303	"cg16175703"	"29_6_8"
"1404"	6.3400500193223e-303	"cg16153042"	"29_6_20"
"1405"	5.88897821716782e-300	"cg16170708"	"29_6_13"
"1406"	1.4393844109581e-297	"cg16203758"	"29_6_21"
"1407"	2.47035796930133e-295	"cg16153168"	"29_6_7"
"1408"	1.88761793454779e-290	"cg16182713"	"29_6_22"
"1409"	5.59773762383461e-290	"cg16165903"	"29_6_9"
"1410"	7.22362306469026e-285	"cg16136290"	"29_6_6"
"1411"	5.25519559111226e-283	"cg16152136"	"29_6_18"
"1412"	4.16420365169912e-277	"cg16179182"	"29_6_3"
"1413"	1.99833502453993e-274	"cg16195245"	"29_6_1"
"1414"	4.12698312822035e-254	"cg16155175"	"29_6_10"
"1415"	1.37198071234534e-250	"cg16122793"	"29_6_4"
"1416"	4.94223593494852e-243	"cg16162122"	"29_6_2"
"1417"	1.01919614997373e-240	"cg16212298"	"29_6_14"
"1418"	7.94285020320247e-240	"cg16169675"	"29_6_17"
"1419"	4.77240665883468e-231	"cg16167624"	"29_6_11"
"1420"	1.72677981365493e-228	"cg16118379"	"29_6_19"
"1421"	2.36423053015058e-228	"cg16208084"	"29_6_15"
"1422"	6.98719979954053e-223	"cg16131766"	"29_6_16"
"1423"	1.43863890566383e-170	"cg16184112"	"29_6_5"
"1424"	1.93670621216474e-291	"cg16294310"	"30_6_2"
"1425"	3.46719014279234e-282	"cg16272084"	"30_6_6"
"1426"	1.06437513767973e-279	"cg16302655"	"30_6_3"
"1427"	5.32642888922275e-278	"cg16257101"	"30_6_7"
"1428"	4.36619473023476e-266	"cg16236672"	"30_6_1"
"1429"	7.73813696532251e-261	"cg16277725"	"30_6_4"
"1430"	2.5023861350364e-259	"cg16265859"	"30_6_8"
"1431"	2.37499183396178e-258	"cg16238026"	"30_6_5"
"1432"	4.39836936316512e-307	"cg16356622"	"1_7_7"
"1433"	1.78403044207202e-291	"cg16399393"	"1_7_6"
"1434"	5.27364431457147e-291	"cg16355231"	"1_7_2"
"1435"	9.51935478831592e-289	"cg16379337"	"1_7_3"
"1436"	3.37294133051335e-281	"cg16382778"	"1_7_9"
"1437"	7.86337448556294e-281	"cg16378352"	"1_7_1"
"1438"	8.79181994436011e-273	"cg16326402"	"1_7_5"
"1439"	2.21494629250691e-255	"cg16357768"	"1_7_4"
"1440"	2.98462180635933e-237	"cg16320809"	"1_7_8"
"1441"	5.23448753237807e-304	"cg16486432"	"2_7_1"
"1442"	2.02186354411947e-290	"cg16501561"	"2_7_2"
"1443"	1.66530155174556e-286	"cg16493531"	"2_7_3"
"1444"	4.25450577920681e-261	"cg16434190"	"2_7_4"
"1445"	0	"cg16564132"	"3_7_8"
"1446"	0	"cg16535752"	"3_7_12"
"1447"	3.64975606530542e-307	"cg16522412"	"3_7_7"
"1448"	4.77318705918128e-279	"cg16513459"	"3_7_6"
"1449"	3.49899234086011e-275	"cg16576811"	"3_7_4"
"1450"	1.6104697986744e-265	"cg16532438"	"3_7_14"
"1451"	1.61121136861421e-258	"cg16577593"	"3_7_15"
"1452"	1.42829161944605e-255	"cg16518145"	"3_7_13"
"1453"	8.55389175541387e-244	"cg16578085"	"3_7_10"
"1454"	3.1746128184123e-233	"cg16562724"	"3_7_11"
"1455"	1.50650738372977e-218	"cg16576575"	"3_7_1"
"1456"	2.12053637197235e-167	"cg16555505"	"3_7_16"
"1457"	5.78968944877986e-155	"cg16579555"	"3_7_3"
"1458"	2.53657904564729e-141	"cg16535180"	"3_7_5"
"1459"	6.8293476534308e-140	"cg16508199"	"3_7_9"
"1460"	2.73014685223064e-131	"cg16585682"	"3_7_2"
"1461"	0	"cg16612926"	"4_7_2"
"1462"	0	"cg16645705"	"4_7_2"
"1463"	1.17002916409311e-286	"cg16653138"	"4_7_1"
"1464"	2.24918092642955e-301	"cg16683572"	"5_7_10"
"1465"	1.63856769974358e-296	"cg16766632"	"5_7_8"
"1466"	4.11157256172742e-280	"cg16761276"	"5_7_9"
"1467"	8.135378037647e-276	"cg16711650"	"5_7_11"
"1468"	6.10165273316865e-270	"cg16680167"	"5_7_4"
"1469"	3.53835153779216e-269	"cg16698748"	"5_7_6"
"1470"	1.29811990988711e-259	"cg16699385"	"5_7_5"
"1471"	3.77600471236042e-258	"cg16717122"	"5_7_12"
"1472"	4.71469199805439e-255	"cg16737670"	"5_7_2"
"1473"	2.36713695521049e-247	"cg16688483"	"5_7_1"
"1474"	5.05373185549058e-193	"cg16686137"	"5_7_3"
"1475"	8.10896887668936e-122	"cg16721058"	"5_7_7"
"1476"	1.16883102146061e-306	"cg16869622"	"6_7_4"
"1477"	3.13532766162703e-284	"cg16785213"	"6_7_3"
"1478"	2.49501459193058e-279	"cg16866678"	"6_7_2"
"1479"	1.39400961216985e-269	"cg16773162"	"6_7_6"
"1480"	8.0555170243942e-251	"cg16785912"	"6_7_5"
"1481"	7.9584682019738e-240	"cg16849046"	"6_7_7"
"1482"	1.59508885724925e-235	"cg16851771"	"6_7_1"
"1483"	0	"cg16936561"	"7_7_1"
"1484"	3.89792515617389e-292	"cg16881676"	"7_7_3"
"1485"	6.07913125078058e-281	"cg16944941"	"7_7_2"
"1486"	0	"cg17018549"	"8_7_10"
"1487"	0	"cg16997314"	"8_7_7"
"1488"	1.2954199026876e-303	"cg17074353"	"8_7_5"
"1489"	2.53004012996851e-279	"cg17069437"	"8_7_3"
"1490"	5.60398874831789e-277	"cg17067528"	"8_7_6"
"1491"	1.81565466626534e-273	"cg17010895"	"8_7_8"
"1492"	4.1160192624257e-272	"cg17036624"	"8_7_2"
"1493"	4.49869642869117e-257	"cg17008318"	"8_7_9"
"1494"	6.63494880664479e-245	"cg17018517"	"8_7_4"
"1495"	7.85575136301919e-245	"cg17043722"	"8_7_1"
"1496"	0	"cg17098857"	"9_7_6"
"1497"	8.79828278738681e-299	"cg17139210"	"9_7_3"
"1498"	1.83338557676491e-285	"cg17117049"	"9_7_4"
"1499"	1.24659632314134e-277	"cg17163527"	"9_7_8"
"1500"	8.57491971573476e-277	"cg17110920"	"9_7_1"
"1501"	9.41102266734385e-272	"cg17143192"	"9_7_7"
"1502"	1.31794078810554e-249	"cg17133045"	"9_7_9"
"1503"	3.04093740825473e-244	"cg17136255"	"9_7_2"
"1504"	2.22882739594749e-238	"cg17129986"	"9_7_5"
"1505"	0	"cg17242362"	"10_7_2"
"1506"	0	"cg17276535"	"10_7_2"
"1507"	8.57007515167106e-271	"cg17240725"	"10_7_1"
"1508"	2.72319801395342e-302	"cg17347253"	"11_7_7"
"1509"	6.55366357605102e-296	"cg17326095"	"11_7_12"
"1510"	5.09304731535817e-294	"cg17322667"	"11_7_13"
"1511"	5.9263087854849e-289	"cg17389738"	"11_7_10"
"1512"	9.53241762972832e-283	"cg17335199"	"11_7_9"
"1513"	1.14240651950124e-282	"cg17352995"	"11_7_1"
"1514"	2.80287235096797e-264	"cg17338821"	"11_7_4"
"1515"	9.93390136685559e-237	"cg17339521"	"11_7_8"
"1516"	1.12735209771605e-233	"cg17353057"	"11_7_2"
"1517"	1.87191083194938e-227	"cg17305368"	"11_7_11"
"1518"	6.35412754439575e-213	"cg17324671"	"11_7_3"
"1519"	1.35921411196439e-207	"cg17372941"	"11_7_5"
"1520"	1.17396804365368e-196	"cg17383329"	"11_7_6"
"1521"	0	"cg17429587"	"12_7_3"
"1522"	0	"cg17403702"	"12_7_3"
"1523"	2.22653457308728e-297	"cg17428922"	"12_7_1"
"1524"	9.42088857418553e-262	"cg17402279"	"12_7_2"
"1525"	2.99943080063633e-257	"cg17454592"	"12_7_4"
"1526"	0	"cg17501774"	"13_7_4"
"1527"	1.50589802262933e-295	"cg17596249"	"13_7_5"
"1528"	2.71312996204274e-295	"cg17534899"	"13_7_6"
"1529"	4.3467341727692e-270	"cg17523687"	"13_7_1"
"1530"	2.94399400523661e-237	"cg17534999"	"13_7_3"
"1531"	4.58932609872099e-192	"cg17555624"	"13_7_2"
"1532"	7.00184097987922e-155	"cg17591188"	"13_7_7"
"1533"	0	"cg17706086"	"14_7_1"
"1534"	0	"cg17621580"	"14_7_1"
"1535"	6.15388615423123e-285	"cg17696379"	"14_7_5"
"1536"	2.62009049256887e-283	"cg17710804"	"14_7_2"
"1537"	1.99240255588657e-272	"cg17657737"	"14_7_7"
"1538"	5.82213308996391e-272	"cg17633020"	"14_7_4"
"1539"	7.70860683859456e-265	"cg17719317"	"14_7_12"
"1540"	8.40971048536129e-249	"cg17687282"	"14_7_3"
"1541"	2.11340567189404e-241	"cg17706173"	"14_7_11"
"1542"	3.90299180760096e-231	"cg17610790"	"14_7_9"
"1543"	3.13168947956305e-225	"cg17701146"	"14_7_10"
"1544"	1.10384792532363e-212	"cg17720013"	"14_7_6"
"1545"	2.91097781234921e-195	"cg17664265"	"14_7_8"
"1546"	0	"cg17778288"	"15_7_3"
"1547"	1.11860831081348e-265	"cg17750946"	"15_7_4"
"1548"	7.91117512639162e-265	"cg17800497"	"15_7_2"
"1549"	1.86452194625675e-258	"cg17811589"	"15_7_1"
"1550"	5.72470212215073e-236	"cg17829746"	"15_7_5"
"1551"	0	"cg17864469"	"16_7_10"
"1552"	0	"cg17851392"	"16_7_8"
"1553"	1.43285162484501e-295	"cg17853635"	"16_7_9"
"1554"	7.93566375085277e-294	"cg17888086"	"16_7_2"
"1555"	6.46174865661695e-284	"cg17833037"	"16_7_6"
"1556"	1.74297438564068e-279	"cg17861618"	"16_7_5"
"1557"	1.55918947084089e-272	"cg17842066"	"16_7_7"
"1558"	2.08121402716084e-256	"cg17910564"	"16_7_3"
"1559"	1.99896759107151e-250	"cg17906873"	"16_7_4"
"1560"	8.34422336814546e-245	"cg17838697"	"16_7_1"
"1561"	0	"cg17971113"	"17_7_6"
"1562"	2.7713140253148e-295	"cg17936229"	"17_7_3"
"1563"	6.07968843734513e-290	"cg17937101"	"17_7_1"
"1564"	1.50027916086314e-284	"cg17935811"	"17_7_4"
"1565"	1.04966376360066e-263	"cg17995197"	"17_7_5"
"1566"	6.66964661060776e-255	"cg17971168"	"17_7_7"
"1567"	1.6066516962822e-219	"cg17988780"	"17_7_8"
"1568"	1.3500622212448e-149	"cg18024793"	"17_7_2"
"1569"	0	"cg18063278"	"18_7_11"
"1570"	3.36923377963139e-299	"cg18119977"	"18_7_15"
"1571"	1.2909753729039e-297	"cg18064152"	"18_7_14"
"1572"	2.2593499123595e-295	"cg18074403"	"18_7_2"
"1573"	9.93525083898153e-293	"cg18115721"	"18_7_12"
"1574"	1.76929255066799e-269	"cg18081258"	"18_7_8"
"1575"	4.52147045963688e-269	"cg18061319"	"18_7_7"
"1576"	1.5772005398323e-253	"cg18073471"	"18_7_5"
"1577"	2.33184480843338e-249	"cg18085636"	"18_7_13"
"1578"	1.28017373515973e-247	"cg18044383"	"18_7_17"
"1579"	8.8413769800714e-245	"cg18119407"	"18_7_9"
"1580"	7.19285702934973e-244	"cg18065599"	"18_7_6"
"1581"	1.07921095311996e-242	"cg18059464"	"18_7_16"
"1582"	8.99669555112054e-242	"cg18035571"	"18_7_1"
"1583"	6.71409341482792e-237	"cg18069290"	"18_7_4"
"1584"	2.21400241445048e-225	"cg18083764"	"18_7_18"
"1585"	6.1888225810363e-217	"cg18081104"	"18_7_10"
"1586"	6.81828693198666e-191	"cg18121220"	"18_7_3"
"1587"	1.4707899912052e-303	"cg18132964"	"19_7_4"
"1588"	1.22309703229562e-289	"cg18184218"	"19_7_2"
"1589"	1.5921987052885e-284	"cg18129748"	"19_7_3"
"1590"	7.78421244322609e-264	"cg18159802"	"19_7_1"
"1591"	3.39150586796003e-246	"cg18197594"	"19_7_6"
"1592"	1.5073675727191e-245	"cg18202741"	"19_7_5"
"1593"	4.86792675016738e-306	"cg18323749"	"20_7_7"
"1594"	1.55129957167821e-301	"cg18232597"	"20_7_6"
"1595"	3.30110684912294e-297	"cg18263587"	"20_7_4"
"1596"	4.90104457205626e-287	"cg18232347"	"20_7_8"
"1597"	1.53293354967885e-272	"cg18235026"	"20_7_2"
"1598"	1.3350363040789e-250	"cg18229457"	"20_7_1"
"1599"	6.25859331225961e-234	"cg18261069"	"20_7_3"
"1600"	7.52161283139575e-233	"cg18235690"	"20_7_5"
"1601"	0	"cg18358723"	"21_7_1"
"1602"	2.32737133962211e-276	"cg18384190"	"21_7_5"
"1603"	1.08326158566183e-275	"cg18373623"	"21_7_4"
"1604"	1.12317992914961e-273	"cg18366455"	"21_7_3"
"1605"	1.03760960177987e-243	"cg18418335"	"21_7_2"
"1606"	0	"cg18449048"	"22_7_8"
"1607"	0	"cg18459806"	"22_7_8"
"1608"	2.0539384430093e-302	"cg18456803"	"22_7_2"
"1609"	4.2561205922502e-293	"cg18525965"	"22_7_1"
"1610"	7.06838299189014e-287	"cg18493415"	"22_7_5"
"1611"	2.25586144285168e-283	"cg18517369"	"22_7_3"
"1612"	1.29584793625057e-282	"cg18469036"	"22_7_4"
"1613"	9.27332231655412e-265	"cg18477949"	"22_7_7"
"1614"	4.41831993929416e-256	"cg18500300"	"22_7_10"
"1615"	1.18878873199788e-252	"cg18519050"	"22_7_9"
"1616"	5.54490376517237e-233	"cg18434588"	"22_7_6"
"1617"	1.5399739069078e-298	"cg18536707"	"23_7_7"
"1618"	2.34063985226235e-293	"cg18533546"	"23_7_6"
"1619"	2.76913394320444e-278	"cg18574813"	"23_7_4"
"1620"	7.45672735296896e-278	"cg18555117"	"23_7_5"
"1621"	1.33470196895398e-277	"cg18556792"	"23_7_3"
"1622"	1.31338920921158e-270	"cg18535415"	"23_7_2"
"1623"	1.18748952264513e-254	"cg18554736"	"23_7_1"
"1624"	0	"cg18712919"	"24_7_6"
"1625"	1.61817639294475e-301	"cg18642425"	"24_7_1"
"1626"	9.77529304606398e-294	"cg18641851"	"24_7_5"
"1627"	3.46712610054827e-282	"cg18647449"	"24_7_4"
"1628"	7.66960795322104e-273	"cg18693051"	"24_7_7"
"1629"	1.70426189602071e-271	"cg18657389"	"24_7_3"
"1630"	4.53845892890285e-267	"cg18660278"	"24_7_8"
"1631"	1.00205961223962e-253	"cg18716635"	"24_7_2"
"1632"	0	"cg18827566"	"25_7_3"
"1633"	0	"cg18794664"	"25_7_4"
"1634"	4.84061623551951e-293	"cg18758987"	"25_7_2"
"1635"	1.38739032816122e-288	"cg18753958"	"25_7_1"
"1636"	1.69442253695671e-297	"cg18925726"	"26_7_1"
"1637"	1.03537398089302e-287	"cg18849583"	"26_7_8"
"1638"	1.72660364822932e-284	"cg18892244"	"26_7_12"
"1639"	2.27198369778813e-281	"cg18896687"	"26_7_5"
"1640"	7.97655141375063e-278	"cg18900271"	"26_7_9"
"1641"	5.08364509047571e-275	"cg18910243"	"26_7_6"
"1642"	4.57333437882457e-266	"cg18894648"	"26_7_2"
"1643"	4.44833667565489e-245	"cg18940047"	"26_7_11"
"1644"	8.3470744712031e-225	"cg18841796"	"26_7_3"
"1645"	8.33193530600355e-222	"cg18890112"	"26_7_7"
"1646"	2.09925533569148e-214	"cg18914023"	"26_7_4"
"1647"	1.73679089295035e-213	"cg18843739"	"26_7_10"
"1648"	0	"cg18998670"	"27_7_1"
"1649"	5.17458210497592e-299	"cg18948794"	"27_7_8"
"1650"	5.22407059579128e-297	"cg18998543"	"27_7_4"
"1651"	4.15969033110441e-290	"cg18965179"	"27_7_11"
"1652"	7.68499383121385e-286	"cg18988889"	"27_7_6"
"1653"	8.95337520335708e-285	"cg19045983"	"27_7_3"
"1654"	1.39162114887391e-282	"cg19033654"	"27_7_7"
"1655"	2.47475775631436e-272	"cg18997129"	"27_7_10"
"1656"	1.67666854808925e-206	"cg18956562"	"27_7_5"
"1657"	2.62102889955071e-196	"cg19047660"	"27_7_9"
"1658"	3.31326550620562e-175	"cg19012681"	"27_7_2"
"1659"	1.43205695666861e-300	"cg19131667"	"28_7_14"
"1660"	5.17318758527216e-290	"cg19148281"	"28_7_3"
"1661"	6.23977632011921e-283	"cg19098932"	"28_7_1"
"1662"	2.58742604965403e-281	"cg19087463"	"28_7_11"
"1663"	1.01231241040709e-276	"cg19076258"	"28_7_7"
"1664"	1.12804504417768e-276	"cg19123966"	"28_7_2"
"1665"	4.79525114762659e-268	"cg19175742"	"28_7_13"
"1666"	7.21814977808717e-267	"cg19063563"	"28_7_6"
"1667"	1.69890148190404e-266	"cg19079546"	"28_7_5"
"1668"	5.73817970454111e-257	"cg19090784"	"28_7_12"
"1669"	1.64033510790774e-255	"cg19110902"	"28_7_10"
"1670"	1.14660371229e-209	"cg19120064"	"28_7_4"
"1671"	6.07243200341804e-205	"cg19145607"	"28_7_8"
"1672"	2.7208534851396e-160	"cg19103704"	"28_7_9"
"1673"	4.19211625417689e-307	"cg19272592"	"29_7_2"
"1674"	5.37069448902555e-301	"cg19220586"	"29_7_3"
"1675"	9.26516856352344e-294	"cg19250790"	"29_7_1"
"1676"	0	"cg19312058"	"30_7_10"
"1677"	0	"cg19393677"	"30_7_10"
"1678"	2.91153814526215e-300	"cg19310653"	"30_7_8"
"1679"	7.47378335785596e-297	"cg19323289"	"30_7_3"
"1680"	1.89201699347134e-293	"cg19339179"	"30_7_1"
"1681"	2.41167050043659e-279	"cg19360009"	"30_7_5"
"1682"	8.64879733266874e-279	"cg19337180"	"30_7_4"
"1683"	2.29532834600221e-275	"cg19398115"	"30_7_2"
"1684"	2.61424842758784e-267	"cg19380361"	"30_7_6"
"1685"	1.0581837687515e-266	"cg19374089"	"30_7_9"
"1686"	2.91513444649199e-260	"cg19303748"	"30_7_7"
"1687"	5.90063310745425e-307	"cg19476647"	"1_8_2"
"1688"	1.74563035979501e-305	"cg19470372"	"1_8_7"
"1689"	1.57974610299837e-291	"cg19478223"	"1_8_12"
"1690"	1.11053387085231e-289	"cg19476622"	"1_8_10"
"1691"	1.03718609482874e-284	"cg19411214"	"1_8_11"
"1692"	9.53447210782039e-282	"cg19433435"	"1_8_9"
"1693"	5.78920384763093e-276	"cg19433118"	"1_8_5"
"1694"	1.12979059428104e-257	"cg19495351"	"1_8_3"
"1695"	4.39382924715626e-244	"cg19482842"	"1_8_4"
"1696"	2.6847373887643e-229	"cg19474571"	"1_8_1"
"1697"	6.17342731330521e-220	"cg19412478"	"1_8_6"
"1698"	5.38104452654178e-201	"cg19500334"	"1_8_8"
"1699"	1.34503257805057e-302	"cg19543317"	"2_8_3"
"1700"	2.64430021327007e-284	"cg19546012"	"2_8_2"
"1701"	1.10841175609951e-271	"cg19599407"	"2_8_4"
"1702"	2.06050862917657e-258	"cg19503963"	"2_8_1"
"1703"	2.30977436172627e-257	"cg19565757"	"2_8_7"
"1704"	3.25135833419019e-254	"cg19589939"	"2_8_6"
"1705"	6.06492390815829e-252	"cg19572487"	"2_8_5"
"1706"	7.5044609552345e-294	"cg19606131"	"3_8_2"
"1707"	2.54650179037114e-283	"cg19680850"	"3_8_1"
"1708"	5.40009412208759e-280	"cg19674065"	"3_8_4"
"1709"	3.12397887486934e-276	"cg19657351"	"3_8_5"
"1710"	1.11864962699674e-252	"cg19676285"	"3_8_3"
"1711"	1.60305914536759e-247	"cg19696441"	"3_8_8"
"1712"	1.60623783644815e-234	"cg19657174"	"3_8_6"
"1713"	4.31489560165406e-233	"cg19632760"	"3_8_7"
"1714"	0	"cg19752143"	"4_8_1"
"1715"	2.92129282796724e-272	"cg19776793"	"4_8_2"
"1716"	9.54531345253758e-270	"cg19722656"	"4_8_3"
"1717"	0	"cg19861632"	"5_8_1"
"1718"	1.10894579282442e-294	"cg19868468"	"5_8_6"
"1719"	3.3665264352571e-290	"cg19798735"	"5_8_4"
"1720"	1.38051792748401e-288	"cg19803229"	"5_8_7"
"1721"	7.70475004460042e-288	"cg19815327"	"5_8_2"
"1722"	5.47860118628125e-286	"cg19791262"	"5_8_3"
"1723"	1.33492152135643e-277	"cg19884556"	"5_8_5"
"1724"	0	"cg19929355"	"6_8_2"
"1725"	1.47060347757965e-295	"cg19919989"	"6_8_4"
"1726"	7.80451114706166e-274	"cg19927565"	"6_8_3"
"1727"	1.58384528473174e-272	"cg19974227"	"6_8_5"
"1728"	2.63065902513123e-232	"cg19984781"	"6_8_1"
"1729"	0	"cg20095124"	"7_8_2"
"1730"	3.10615079648965e-295	"cg20080878"	"7_8_1"
"1731"	3.61276194056168e-295	"cg20012537"	"7_8_3"
"1732"	0	"cg20122518"	"8_8_3"
"1733"	1.30787127720218e-284	"cg20208398"	"8_8_1"
"1734"	2.43928050022532e-254	"cg20122727"	"8_8_2"
"1735"	0	"cg20278383"	"9_8_7"
"1736"	3.29589384615867e-287	"cg20244327"	"9_8_5"
"1737"	3.63626398863485e-273	"cg20240931"	"9_8_1"
"1738"	3.79098821743506e-270	"cg20289045"	"9_8_6"
"1739"	4.4359423011106e-266	"cg20234855"	"9_8_3"
"1740"	9.08777423668027e-244	"cg20227044"	"9_8_10"
"1741"	2.37505808961287e-235	"cg20312012"	"9_8_9"
"1742"	1.29739227964899e-234	"cg20315995"	"9_8_8"
"1743"	8.47754277890853e-185	"cg20309121"	"9_8_2"
"1744"	1.38979954230507e-176	"cg20212364"	"9_8_4"
"1745"	3.20918047138719e-284	"cg20426866"	"10_8_2"
"1746"	4.17508775184607e-280	"cg20360286"	"10_8_11"
"1747"	2.80907750665132e-279	"cg20352178"	"10_8_5"
"1748"	1.66222297692128e-274	"cg20341504"	"10_8_9"
"1749"	1.79261746733558e-273	"cg20425384"	"10_8_4"
"1750"	2.21870386982873e-272	"cg20321319"	"10_8_8"
"1751"	3.39160815404785e-269	"cg20344434"	"10_8_1"
"1752"	3.64840715565801e-266	"cg20413392"	"10_8_7"
"1753"	1.69850299922334e-264	"cg20380649"	"10_8_6"
"1754"	2.60022495684663e-259	"cg20389063"	"10_8_3"
"1755"	1.54725354448802e-217	"cg20364187"	"10_8_10"
"1756"	0	"cg20449726"	"11_8_2"
"1757"	9.6119486279839e-293	"cg20460852"	"11_8_8"
"1758"	2.39743547514594e-282	"cg20510033"	"11_8_4"
"1759"	2.78341093280245e-279	"cg20490015"	"11_8_3"
"1760"	1.04352260807157e-273	"cg20531550"	"11_8_5"
"1761"	9.18160038305457e-269	"cg20527168"	"11_8_6"
"1762"	1.95418293641658e-264	"cg20441606"	"11_8_7"
"1763"	6.13158107319523e-258	"cg20435896"	"11_8_1"
"1764"	0	"cg20548564"	"12_8_1"
"1765"	0	"cg20597127"	"12_8_5"
"1766"	3.79968836800385e-307	"cg20604286"	"12_8_4"
"1767"	1.72409291543231e-298	"cg20623052"	"12_8_2"
"1768"	3.16970330996854e-275	"cg20608783"	"12_8_3"
"1769"	1.23515171816473e-298	"cg20690125"	"13_8_13"
"1770"	1.00093297211994e-289	"cg20692980"	"13_8_1"
"1771"	1.52037939846535e-283	"cg20737266"	"13_8_4"
"1772"	2.87790633694072e-283	"cg20703671"	"13_8_9"
"1773"	5.27426050862011e-278	"cg20665157"	"13_8_10"
"1774"	9.92228033013129e-261	"cg20671649"	"13_8_14"
"1775"	2.28275533485078e-256	"cg20725239"	"13_8_12"
"1776"	4.88989744049613e-250	"cg20697464"	"13_8_5"
"1777"	8.83262924776196e-239	"cg20708061"	"13_8_8"
"1778"	2.85717901087574e-226	"cg20677436"	"13_8_7"
"1779"	7.57075424414205e-223	"cg20673481"	"13_8_11"
"1780"	1.19675159814701e-205	"cg20732367"	"13_8_3"
"1781"	6.01571178020546e-197	"cg20692998"	"13_8_6"
"1782"	4.33470553952661e-136	"cg20673840"	"13_8_2"
"1783"	5.65309556517943e-288	"cg20786131"	"14_8_1"
"1784"	6.57435115182953e-286	"cg20781847"	"14_8_6"
"1785"	1.49194139121174e-284	"cg20863673"	"14_8_2"
"1786"	1.26166926758922e-253	"cg20821276"	"14_8_3"
"1787"	2.09711224014074e-237	"cg20793665"	"14_8_4"
"1788"	1.22291002385807e-232	"cg20858622"	"14_8_5"
"1789"	2.38498140255915e-298	"cg20921972"	"15_8_1"
"1790"	5.64306793185755e-290	"cg20893838"	"15_8_2"
"1791"	1.57297317177739e-286	"cg20914572"	"15_8_5"
"1792"	7.9526403020823e-274	"cg20914725"	"15_8_6"
"1793"	9.34524985540376e-267	"cg20880234"	"15_8_3"
"1794"	6.21855680411273e-220	"cg20964456"	"15_8_4"
"1795"	4.19842494020819e-292	"cg21054194"	"16_8_2"
"1796"	3.31065608187862e-289	"cg21037008"	"16_8_8"
"1797"	4.12149803236392e-288	"cg21056788"	"16_8_7"
"1798"	1.09394724996632e-285	"cg21001412"	"16_8_10"
"1799"	7.01432549452953e-280	"cg20990478"	"16_8_5"
"1800"	1.09571285825534e-273	"cg21071097"	"16_8_1"
"1801"	1.0846829847825e-272	"cg21038682"	"16_8_3"
"1802"	3.48723786283246e-264	"cg20997792"	"16_8_13"
"1803"	2.61804171572661e-261	"cg21035222"	"16_8_11"
"1804"	3.10433716516952e-244	"cg21091679"	"16_8_4"
"1805"	3.16473394535206e-234	"cg21070669"	"16_8_12"
"1806"	8.81871154295966e-207	"cg20992663"	"16_8_9"
"1807"	6.68713955840611e-179	"cg20991347"	"16_8_6"
"1808"	6.38233482430527e-308	"cg21155100"	"17_8_6"
"1809"	1.25593130759635e-299	"cg21153658"	"17_8_4"
"1810"	5.16218106008215e-292	"cg21119074"	"17_8_9"
"1811"	1.85003439999174e-285	"cg21101631"	"17_8_7"
"1812"	2.34647389081178e-283	"cg21130255"	"17_8_2"
"1813"	1.79675543764328e-276	"cg21113776"	"17_8_3"
"1814"	8.88868506561953e-266	"cg21121082"	"17_8_5"
"1815"	1.16636054332638e-259	"cg21109485"	"17_8_8"
"1816"	6.86207073325446e-213	"cg21169490"	"17_8_1"
"1817"	0	"cg21216547"	"18_8_4"
"1818"	9.51349342789409e-293	"cg21249595"	"18_8_8"
"1819"	1.10021010583759e-287	"cg21199922"	"18_8_3"
"1820"	3.99282528707714e-274	"cg21235108"	"18_8_2"
"1821"	1.38426353098449e-272	"cg21230745"	"18_8_11"
"1822"	1.0876022144088e-266	"cg21243848"	"18_8_9"
"1823"	6.52584110284091e-258	"cg21279806"	"18_8_1"
"1824"	9.10901780230941e-251	"cg21233517"	"18_8_12"
"1825"	4.33284226767677e-247	"cg21239179"	"18_8_6"
"1826"	1.28206644037952e-230	"cg21212076"	"18_8_7"
"1827"	1.84376631429007e-212	"cg21224025"	"18_8_10"
"1828"	4.27921035348064e-185	"cg21210721"	"18_8_5"
